id,body,label,sentiment
247,"Notable call buying (>19000 each of the Dec' $200 and $210s) in $AAPL , currently +1.4% at $169.10. E' Nov'2nd  @petenajarian @jonnajarian",1,1
248,"$BPMX NYC conference tomorrow, SH news/update on thursday. HUGE volume. YUP, I think i will hold: $VXRT $VNRR $JAGX $ATOS $CFMS $PIR $DRAD $TRVN $SRNE $CMGO $BPTH $VFF $TGODF $HSGX $BLNK $AYTU $AMD $MU $TYHT $ALT $NVAX $SHMP $VYST $STNE $UPZS $AAPL $TLRY $CRON",1,1
249,$TSLA every time met with some red bar bodyslam that is much larger than an of the green bar grinders higher,1,1
250,"$AAPL market is tired of China and oil, want to bounce back on support level. AAPL ER is also in mind. It will check 105-18 level next week",-1,-1
251,"Whoa! An analyst that admits to being clueless about the most important bit of data about a company he ""covers?"" Something new??? Adam Jonas, step right up!!! $TSLA $TSLAQ$TSLA $TSLAQ",1,1
252,"INSIDER/@Automotive_News@LebeauCarNews New #TeslaModel3 Owner, Well Known  Vlogger, Parking Lot Bumper Wack!@Tesla Rolling Out In-House #BodyShop'sCar Repaired, Wrapped & Ceramic Coated In < 3 1/2 Days!@ElonMusk!$TSLAVia | @YouTube / Like Tesla",1,1
253,TESLA Weekly - $TSLA chart,0,0
254,A sample of the 'Line of Resistance and Support' in action today.  The LRS for $AMZN was 975.02 and work on KenChart app continues! $APTY,1,1
255,$AAPL then going to strike hard on the takedown and bank,-1,-1
256,Tomorrow I will set a GTC order to sell half of my $GOOG shares @ $600/share.,-1,-1
257,".@SecretaryRoss: ""I haven't seen anything that Amazon has done, that would qualify remotely for anti-trust consideration."" $AMZN",-1,-1
258,Shoutout to $TSLA for missing earnings yet still going up 10% after hours @elonmusk,-1,-1
259,BREAKING: Federal Reserve raises $AMZN price target,0,0
260,"From the after hours chart, it appears  $TSLA earnings were not as bad as feared by some...  up $28 from the close as of now",-1,-1
261,The only safe haven is GAAG$GOOG$AAPL$AMZN$GOOGL,1,1
262,Apple: Do we have a Daily  Shooting Star on Apple Shares $AAPL #Trading #investing  #aapl,0,0
263,"$tsla - stairs up, elevator down. Short. The. Pops.",-1,-1
264,Read and watch Cramer's capitulation on #Tesla here.$TSLA #TSLA #CNBC,0,0
265,$tsla frgging slow ..I am not touching it,-1,-1
266,"And I'll shut up about $AAPL, that's enough from me.",0,0
267,.@JimCramer's take? Don't lose any sleep over $GOOGL,0,0
268,"(1 of 2) Top line miss at $AMZN:  43.7b a 22% yoy jump, EPS 1.54 a 19c beat. Op income up 13%, . . .",1,1
269,"It's a depressing day when a company announcing ""all our cars have the hardware to drive themselves"" is a disappointment. $TSLA.",-1,-1
270,"This guy is CEO of a $50 BILLION dollar company that implied on Twitter his company was being bought out for $420 a share when it wasn’t even close to true. Bull or bear about the COMPANY, it is fucking CRAZY he’s allowed to still run it!!! $TSLA",-1,-1
271,$AMZN STC these at $1.04 or a 51% profit in 15 mins times. Great strength almost every single day ;),1,1
272,$AAPL If price can’t HOLD current support...look out below! #tradealerts2go.com#TradeIdeas #StocksToBuy #Investing #Stocks,0,0
273,"$AAPL is so bullish, it unbelieveable...let keep it going all week...$AAPL usually do 5% or more in month of April...",1,1
274,$AMZN holding very near that expected upper range of 680 I tweeted about before close.,1,1
275,"Btw, how do you feel about $AMZN? curious...",-1,-1
276,"$BTC Why did #Bitcoin, gold, and silver dip? Simple: the #dollar's strength is the culprit         $SPY $TLT $QQQ $DJIA $DIA $GLD $SLV #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX $MU $NVDA #crypto #blockchain",0,0
277,$AAPL about to hit $1T market cap. Wow,1,1
278,@jameswneal Building a car is just not in $AAPL's wheelhouse and would be a massive distraction. Very unlike the very focused $AAPL we know.,1,1
279,"@FTC pickpocket @facebook $5 Billion is the start of 1 nasty trend of govts using its largest companies as funding source for political gain.. Once a main staple of Democratic gamesmanship, now has become a wholly owned Republican ….$AAPL $GOOG $AMZN $TWTR is ""now on the clock""",-1,-1
280,I guess many others agree with me. Up $15 from the open. $GOOGL.,1,1
281,Holding about 600 contracts in $C again on the call side. Building into a $TSLA swing short and I got a few joints in $LNKD,-1,-1
282,Tweets now show up in Google search results on mobile devices $TWTR $GOOG,0,0
283,"#BREAKING: Amazon $AMZN Q3 Revenues beats estimates, $25.36B vs. $24.91B expected #BREAKING",-1,-1
284,Peep the comment section of the article...people are going apeshit. $TSLA #LFG,0,0
285,"Great results by Target $TGT & others do not provide us with any useful evidence. The impact of Amazon $AMZN on the sector is still far greater than the impact of any growing fear that a #RecessionIsComing , says @JohnAuthers",1,1
286,"Battery Swap is Act 1 in the Aaron Sorkin ""Steve Jobs-ish"" three act screenplay on the downfall of Elon. Solar Roof of course Act 2. Semi-Roadster2 Act 3. All behind scenes look at charades to sell $TSLA stock/debt. Casting calls are out. Great flick!",1,1
287,$TSLA BTO Nov 01 2019 330 Put at $7.00,0,0
288,"Estimating that GAAP net income should be around -$470mm or -$2.72/share. Would mean EBITDA of 161mm, and my best guess for FCF of 270mm solely due to depletion of inventory. This all depends on the sale of reg credits, which I have in the model at $200mm. $TSLA $TSLAQ",1,1
289,$goog shorts must feel better. off the highs. congrats!,1,1
290,Notion that iPhone 6 copied a Chinese rival is ludicrous. China seems to be prepping to expel $AAPL from its market.,0,0
291,#modelY So they will decide on a factory by Q4 and have production started 'early 2020' $TSLA but it will all be executed 'at the next level'. Got it!,1,1
292,"I don't even know how to describe what is going to happen to shorts. It will be like they were erased from reality, yet Tesla continues on & longs all flourish in peace. Maybe we are living in a simulation, one that doesn't have any $tsla shorts. I can finally do back to knitting",0,0
293,That sucks! Feel better. $AAPL huge today!,1,1
294,Avoid $FB and $AAPL. Super bullish $GOOGL,1,1
295,"$FB and $GOOG have ppl convinced that it is ""ok"" to give them access to their data because of the ""free"" services they provideI believe this dynamic will change as ppl realize that privacy and data are important and valuable in the digital economy",1,1
296,Speaking of $AAPL the 50/100-day confluence is $172.22-48; that's the zone to watch into this pop.,0,0
297,"$AMZN active, relative volume: 5.19, 1H, 11:00 AM, #nasdaq $NDX $SPY",-1,-1
298,"I see ""everything"" is going the way of ""literally"". $TSLA",0,0
299,"$AAPL why the panic exactly ? Everyone one waiting for new iphone. Q1 2018 will crush, same old pattern. Dont listen to #fakeaaplnews",1,1
300,$IPI We offer long term swings as well. Not just #daytrading Called at $2.91 Let us help you make #money today. $MTBC $TVIA $DRYS $FB $SYX,-1,-1
301,$uvxy $spy $qqq $tsla $f $ge $amd $nvda $sqqq our premium members got the real time alerts today! Insane profits!,-1,-1
302,"I agree, I've argued that previously.  I'm implying there is an interval step between accepting the deposit and assigning the VIN# that $TSLA would exploit for obvious exploitation reasons, because, Tesla.",-1,-1
303,$SPY $NFLX $DIS $FB $AMZN $GOOG $AAPL $TWTR,0,0
304,130.20s possible for gap close! $AAPL,0,0
305,Meh I think it's a pretty good time to get short $aapl but that could be the contrarian in me.,1,1
306,"9 users on Vetr are bearish on Apple Inc., indicating a SELL Rating (2.5 stars) for $AAPL",0,0
307,"Scalps and a swing trade: $UGAZ, $OLED, $MOMO, $LULU, $EXTR, $ESPR (see charts) Open; $AMZN, $HIMX, $CYBR, $AAPL",0,0
308,$CAT $AKS $STX $PFE $SNE $PG $AAPL $TSLA $MET $SQ $YUM $CBS $ATVI $TM,0,0
309,out $AAPL 1.60,0,0
310,"TSLA Gapped up +4.43 $TSLA Last Price 279.40 Day High 280.68 Day Low 271.00 Change +9.18 Volume 6,080,469 Toda",1,1
311,$TSLA perma-bears seem to gravitate toward unsolvable mysteries...,0,0
312,interesting that $Crm u think would out bid $MSFT 4 $LNKD just 2get acquired by $MSFT  OH GOODNESS that be a story!,1,1
313,$TSLA and AMZN on radar for some digestion.,0,0
314,Smart move by $AMZN Yes or No?,1,1
315,5 weeks ago I predicted that I would see the first #Tesla #Model3 in #SanDiego at the busy intersection of La Jolla Scenic and Nautilus. This morning I saw the Model 3  #ElonMusk $TSLA #CNBC #Model3,1,1
316,China confirms phone calls with Trump‘s administration:/,0,0
317,"1/ China leases land for 50 years. Indicated price is total of lease payments over 50 years, so at best $TSLA paid $2.5M cash right. There is no bank financing of any kind, and according to Chinese bank rules, leased land collateral value is very low. $TSLAQ",1,1
318,"$AAPL If you are a market bull, you want to see a beat here.",0,0
319,$TSLA the dip is fine. More shares in concentrated hands is always good for the next leg up. Added yesterday and will add again w/ weakness,1,1
320,".@karaswisher joins us this morning, we're talking:           **Donald Trump, Paul Ryan meet up           ** $AMZN to take $M's top spot?",1,1
321,"Taking this $AAPL short, ascending wedge + bearish divergence look clean to me",1,1
322,I believe Tesla agreed to plant 3x the amount of trees they are cutting down. I dunno guys. $tsla keeps going up and the arguments against it are getting worse. I’m glad I closed my short position (for now),-1,-1
323,$AMZN thats new ,1,1
324,Tesla $TSLA event already 1 hour late. Come on Elon.,-1,-1
325,$TSLA $100 by year end. That's like saying oil will be $80 again. The shorts can pay up. We'd all welcome it.,1,1
326,"I'm happy to see referral program $$ being used to reduce the cost of the 3, instead. It's the right move, it was time. twitter.com/timkhiggins/st…",1,1
327,via jimcramer: Stewart is hundo p right on Musk and TSLA $tsla,1,1
328,$AAPL Removed from Focus Buy list at Citgroup. Sell rallies on over-owned favorite,1,1
329,"$GOOG $AYX     Top Stock Picks for Week of October 21, 2019",1,1
330,$aapl is reinventing the watch. Watches are dumb and stupid. All they do is tell time and stay the same look. $aapl watch you can mix up,-1,-1
331,"Amazon Is Getting Closer to Its Own Delivery Service @themotleyfool #stocks $AMZN, $UPS, $FDX",1,1
332,@ThePatrickBateman1 @nobodyWins @Climber even fanboys base will have turn in resentment toward $TSLA out feeling of betrayal!,-1,-1
333,I have to assume that Ross said some really stupid shit about shorting stock. This is the pain of being blocked. $TSLA,-1,-1
334,$AMZN I have a road map just for events like this Let’s take a look at it and start there>>,0,0
335,“Early adopter” of “Mass Market” car from 15 year old auto OEM$TSLA,1,1
336,"Ad blockers are breaking the internet, study finds $GOOG $FB $MSFT $YHOO $TWTR - Telegraph",0,0
337,"$MSFT : BTC 11/13 50 Calls, STC Dec 50 Calls, and added a Nov/Dec 55 Call calendar for 35 cents (basis 73 cents)",0,0
338,$TSLA above 224 231 233 target #tradeideas #stocks #investing #investing,0,0
339,$MGTI .80 and Hold$BTC waiting$ether $xlm $xrp $GSAT REDUCE OR Hold$FMCC 1.66 H$relx 21.81 H$amzn 1759.55 H$gbtc 10.90  H$amd 16.68 $nvda 263.80 $vmsi .035$TSLA sold 355 took profit$btsc sold $btcs sold $ostk sold,0,0
340,2 week/3.5 week swing trade after this tweet$TSLA: +13% +5%$PANW: +5% +8%$ETSY: +6% +7%$HUBS: +3% +2%$LHCG:  +1% +4%This beauty:$ENPH: +8%  +47%Exit?$PRFT: +2% -1%$BA: +8% -3%No drawdown below -3%. Synthetics: long Calls/short PutsMarket hedge: long QQQ Puts,-1,-1
341,"And just like that, all of today's gains in the markets will disappear in AH's. #FAANG, $AAPL, $TSLA, $NFLX, $FB, $NVDA, $AMZN, $GOOG, $QQQ",0,0
342,Autos have revved up since the election $GM $TM $F $TSLA,0,0
343,#TheStrat @RobInTheBlack $AMZNThe 2 bar rev strat on 3m triggers the 2-1-2 up on the teners and it goes for the rev strat on the 30´s,0,0
344,@alamarashi its $aapl and I doubt nobody needs it. People want it already. Price point at $349 is a good one and $399.Dumb watches cost more,1,1
345,$20m from him & $20 to $TSLA,0,0
346,How would buying $mxwl have anything to do with near term BK potential?  $tsla,1,1
347,"As per fraud boy @elonmusk in M3 reveal, this review would and should apply to $35K model 3 without any options $TSLA",0,0
348,"Today's Top 5 Technically Ranked Large Caps: $NVDA, $JD, $BCR, $TSLA, $LRCX  #sccrankings #stockcharts Vía stockchartscom",1,1
349,"Keep focus on risk management, don’t allow this bull market to get ahead of your risk profile.Stay long w/ appropriate size. When we gap up, take profits, scale, roll, & ride! Add relative strength. Great leaders lately..$AAPL $GOOGL $TSLA $SPX $BABA $GS $MSFT $SHOP $NVDA",1,1
350,lol!!!  Market weakness not helping!!  Surprising but bad data after $AAPL beat subduing!!,1,1
351,$TSLA RS threatening new cycle low $tesla,1,1
352,RT @MrMarkette Why would the indices care about $AAPL?,0,0
353,$TSLA $TSLAQ  Sep30$240.87(-0.5%) $236.11‒$243.98 x̄=$240.32Volume:  27/100σ: 54.3 (+1.0)  63/100⸻Calls⸻Exposure:  8.68B(+1.3%)Value≈  749M(-3.2%)Inflows≈$4.45M⸻Puts⸻Exposure:  17.9B(+2.2%)Value≈  1.19B(+1.2%)Inflows≈$9.56M,0,0
354,"For $aapl to truly be viewed as services, they need to embrace then keep adjusting iMessage (cross-platform!) for it",0,0
355,Google: moat and risks   $GOOG,0,0
356,"$AAPL, $AAPL Credit Suisse Reiterates Outperform, Raises Price Target On Apple On Larger Base, Longer Cycle -",-1,-1
357,"$TSLA Really if you want to see the whole picture and why things don't work.  Look at existing car companies, their financing of dealerships, and how dealerships handle EV. This is an environment with max new car incentives in place and the maxima of the cycle behind us.",1,1
358,$GOOGL $825 wow,1,1
359,$AMZN is doing better in market that matters #india,1,1
