id,body,label,sentiment
251,Last 6H average sentiment (from messages):$AMD: 0.25(65) $GOOG: 0.20(62) $FB: 0.14(112) $MMM: 0.00(10) $CAT: -0.50(5) $AMZN: 0.05(233) $INTC: 0.39(11) $PM: -0.50(4) $MS: 0.16(30) $JPM: -0.62(34) $MU: 0.17(21) $TSLA: 0.03(250),,-1
252,"Faber, thank @AOC  Invite her on your show. Mazel.  $AMZN",,0
253,"With Musk, ""defying conventions"" often equals ""breaking laws."" $TSLA $TSLAQ",,0
254,When will regulators @NHTSAgov do something to stop $tsla from killing innocent people??,,1
255,"$AMZN $SPY ...(continued presentation)...as just mentioned, here’s another quick look at an Amazon chart>>AMZN daily chart>>",,1
256,Big week for #tech & #Chipotle “@StockTwits: EARNINGSMon: $IBM $MSTues: $CMG $YHOOWeds: $FB $KOThurs: $GOOGL $AMZN $MSFTFri: $BIIB ”,,0
257,"$AMZN once clears 1801 , can see 1850 sooner or later ",,0
258,Amazon Earnings Preview: Will AWS Drive Growth Again? $AMZN,,0
259,"*Update 9/4/19* $TSLA ABC Bullish Pattern +33.14 (14.63%) + eSIX, Targets",,0
260,"Yesterday and today trading logs. Learned to cut losses quick or drop it if the trend is no longer there. Need to maintain my consistency before I scale up again. Last time was a horrible attempt, it went wrong, very wrong. $SPY $AMZN $NFLX $NVDA $IWM",,-1
261,"Why $TSLA is my dog in this fight! Crush those Uber, Apple, Lyft, GM, Google cockroaches!",,0
262,$TSLA shorts are about to cover.,,0
263,$AMZN Waking up,,0
264,$msft cover 1/3 of short @ 59.63; 1000 shares remaining!,,0
265,"That close was the ugliest bit manipulation I've ever seen at close. Checkout $aapl if you haven't ready. I bot a $spy call at the very close. I see green Monday. In $eem calls. China should be up. Bounced off the weekly top cloud. Let's discuss the market, post your questions!",,1
266,$AMZN Small Businesses and Entrepreneurs on Amazon Sold More than 2 Billion Items Worldwide in Record-BreakinFrom our Stock News Alerts App,,1
267,"1/How big is the market for #Tesla Model 3 outside NA?W/ the news $TSLA is starting to take orders in Europe, I wanted to take a look at how many potential customers exist & where they are.$TSLAQ",,1
268,$GOOGL How Google’s Work With Motorbike Riders In #India Demonstrates Its Plan For #EmergingMarkets,,0
269,Would you be able to stock spare parts for your tunnels? You can't do it now for $tsla cars.,,1
270,$TSLA @elonmusk Your Top Tesla News from FUDs @Lebeaucarnews and @CNBC Marc Lasry? No mention Laughing,,1
271,"Okay, I am no expert, so I had never heard of them in the two years I have be following $TSLA, so they seemed pulled from the nether regions to me. Didn't you have consensus numbers in the 80s? Are they cherry picking?",,1
272,Correction: Driverless Cars-California story $TSLA #TSLA #Technology #Travel #Automotiveregulation,,0
273,Stocks making the biggest moves premarket: $DKS $TGT $CRM $HPQ $NVO $KORS $DSW $MOV $RBS $WMT $CBS $VIAB $AMZN $WCG $ABBV$KKR $XOM $PII $GIII -,,0
274,"How can M3 have ""far fewer options""? The $TSLA S/X option list (and standard equipment, other than leather) is about as basic as it can be.",,-1
275,"@skabooshka is the man!Time to go on the offensive now!He has an epic beard, too!That always helps. $TSLA",,1
276,Musk interview by NYT shows just how much this “investigation” on $tsla is going to go away as fast as it came. Shorts know that a rabbit is always pulled out of hat by Elon. They are more greedy than longs which will make this next rally that much more fun. See you at $400,,1
277,$TSLA Will see $260's today imo! About to Collapse!,,0
278,"the move of the cfo from $MS to $GOOG looks like it should help break $GOOG to new highs, catalyst",,1
279,$TSLA It's ya boy @elonmusk,,0
280,"5. Why is $TSLA settling lawsuits alleging fraud, concealment, and consumer protection violations around ""AutoPilot?"" ""Essentially unusable and demonstrably dangerous""@NTSB @NHTSAgov @NHTSArecalls @ReutersBiz",,-1
281,Goldman Survey says $AMZN priced well below drugstores; $WMTcompetitive in price$CVS,,0
282,#Uber $GOOG $INTC,,0
283,New 52 Week High today: $LITE $GOOG $FQAL $FEZ $TDG $AIZ $INFN ...,,1
284,"I believe you will see the answer in my previous tweet but I don’t address $tsla make believe, don’t like to give it any credence or air space",,-1
285,$AAPL BILLIONAIRES’ SUPPORT,,0
286,"And ""scaling the R&D"" has nothing to do with lousy $TSLA gross margins because that's EXPENSED; i.e., it's not part of COGS!",,-1
287,"I just read a financial article about $MSFT that commented on the software giant's headquarters in ""Redmond, Oregon,"" which makes me question the author's commitment to knowing what they're talking about.",,0
288,@RiskReversal Dan so are you bullish $AAPL as I m trying to figure tht from CNBC segment if it was bull/bear bet options cheap,,1
289,Nailed that top call in $GOOGL! That negative divergence working like a charm as it pulls back over 14 bucks fast and furious! Buy $SQQQ,,1
290,@GerberKawasaki $TSLA looks rigged. Should be over $300 after release of this revolutionary new SUV that will rival all other 7 seat SUVs in the market. And look how much larger it is than the model 3! Lots of space for the 6th and 7th person in the back!,,1
291,$AAPL Similar deals at other carriers too.,,-1
292,Jim Cramer/Shorts being told to put their ‘reasonableness pants on’ by judge Nathan lmao $TSLA $TSLAQ,,1
293,@big7x7 $AAPL?  Never heard of it.,,0
294,hand forced you would think seeing their sales down 9.5% in March. short opp for $TSLA?,,-1
295,Bears getting sweeped $CL1! $GPRO $TSLA,,0
296,Guy on tv saying he added to his short  $tsla $tslaq,,0
297,Apple suppliers sell off following Apple's results/guidance $AAPL $CRUS $SWKS $QRVO $AVGO $BRCM $INVN $NXPI,,0
298,I work for a Big 4 and our I-Phone upgrade used to be once a year; then it was 18 months and after the latest release it became 2 years.  There you go - 65000 less sales per year.  Are you listening Cook? $aapl,,1
299,"*'Alphabet ( $GOOG)' FALL to 759.62, now 3.5 months LOW (-6.6%, 813.11 since 24/10/16). StochRSI: 40.08, Trend: -++--",,0
300,"$AAPL Apple Arcade Could Be a Big Hit, But Its Value Won't Be Realized Overnight",,0
301,I absolutely GUARANTEE that Peloton Husband drives a $TSLA.,,1
302,"$TSLA fade now $177, stop the cheerleaders",,0
303,"$MSFT $AMZN - Microsoft, Amazon have 50/50 JEDI shot - Wedbush",,0
304,I missed the ER conference call. Did they make any mention of the $MXWL deal? I am short $MXWL via Puts because I think this might fall through. $TSLA $TSLAQ #TSLAQ,,0
305,@jimcramer what’s the deal with $MYSZ what do you think the potential growth earnings are with a possible deal from $AMZN?,,0
306,@docker1 I can make more money right now than $TSLA has in the last 15 years by lifting up my couch cushions.,,1
307,$GOOG One to watch for a break out #tradealerts2go.com#TradeIdeas #StocksToBuy #Investing,,0
308,$TSLA many notes were sharing in chat room for two ahead weeks of this potential squeeze. Be ahead from chaser. $$,,1
309,"Ford gets 14,000 reservations versus Tesla  240,000. American crooks and corrupts to be squeezed! STRONG BUY @tesla $TSLA",,1
310,This actually is very reasonable and outstanding work. $TSLA,,1
311,.@lisaabramowicz1 thoughts on $tsla 2025 bonds trading at $85 yet the stock trading with total disregard?,,0
312,Who started picking up the trash at $260? It was a really fun ride up to the point! $tsla$tslaq,,1
313,That reminds me of something  $TSLA $TSLAQ,,0
314,S&P on $AAPL: Apple tax receipts could help Ireland reduce gov debt to around 85% of GDP,,0
315,Nintendo now up 28%. Holy Pikachu! $NTDOY $AAPL,,0
316,"""I still think no one will actually buy the $35K version. It only gets them in the store when they start to imagine themselves in one, then just gotta have that glass roof or power seats. Then the software sales after that when FSD starts to #tease them.""$TSLA #TeslaStretch",,0
317,"IPhone X costs $999, nearly 40% more expensive than Samsung S9 smartphone. Both have comparable OLED displays $AAPL",,1
318,"Continuation of Elmer's call for the Tesla Board of Directors to fire Elon:(and, of course the BoD is certainly not going to take this opportunity to pull their heads outta their frunks, so this is really just kind of a musing on how far Tesla has deteriorated.)$tsla $tslaq",,1
319,$MSFT - Microsoft's Bond Sale Is Largest of the Year,,0
320,Tweeting activity for the last 15 min for the following stocks:143 $USO143 $TWTR142 $UNG142 $IRBT13 $AAPL13 $CLW1326 tweets consumed.,,0
321,High beta tech all broke their 8/21day moving averages last Tuesday and Wednesday. Same when $aapl broke $117ish.  That was out or short,,1
322,@CNBC queuing up @WarrenBuffett for a call tomorrow to prop up $AAPL,,0
323,$AMZN no matter how bullish you are definitely take some profit at 1865 when it gets there as long as 1822 reclaims chances are very high,,1
324,$AAPL big momma being delicate for last 20 days.,,-1
325,"Keep in mind that the lower $TSLA $TSLAQ stock goes, the greater the odds become that Elon will end up in much more significant trouble and for who knows whatIf it's as bad as you think it is: I'm thinking Jeff Skilling type trouble",,1
326,"BREAKING: Alphabet first-quarter revenue $24,750 million vs. expected $20,257 million; shares up $GOOGL",,-1
327,"$AAPL false breakdown could be a good long bouncing from under 150 for a 4th time today, but need confirmation. Otherwise expect followthu",,1
328,"roll $TSLA call down JUN 290C to 245C $5wing, $41cr, small trade, $200 total cr, let it play out, if we get a move up, thell crush vol, this should come in @TraderNickyBAT @Tomunderwater @TFMTrades @Tony_BATtista @tastytradar #tastytrades",,-1
329,"Pretty good question. Maybe they are aware their product is a fire hazard and stopped the installation? Something they should have told Walmart, Amazon and all their customers.Solar city products are as good as Elon words: garbage to be burned.#ElonLies $TSLA $TSLAQ",,1
330,$GOOGL reports earnings after the closing bell today. Turn to @BloombergTechTV at 5:00 to catch Director of Research Mike Bailey's reaction,,0
331,$IAC and $FB are near their 52w high within the #SocialMedia industry.$BIDU and $WB are near their 52w low.$GOOG $TCEHY $MOMO $NTES $TWTR $SNAP $YY $NPSNY $MTCH $PINS $YAHOY,,1
332,"$AMZN has 3 touches at around 660 level. If it tests today again that level, it goes lower, I will close my broken butterfly for a loss",,-1
333,"The classic Apple ""fast Follower"" maneuver. IMO $AAPL getting involved validates the entire concept.",,1
334,"Narrator: Porsche has 30,000 €2500 deposits. Fred calls these ""reservations.""The $TSLA Cyberfuck (allegedly, before mass cancellations) had 250,000 *$100* deposits. Fred called *those* ""orders.""$TSLAQ",,-1
335,$TSLA - ramping up production as auto sales begin to stall,,0
336,"$AMZN cap leases were $10.6bn in 2018 (>40% of total AMZN capex), cumulative of around $38bn in past 7 years",,-1
337,Any of you guys $AAPL fans?...,,0
338,Is everybody is excited as I am for the moment when Musk will call judge PEDO ? $TSLA $TSLAQ,,1
339,$TSLA - ER 8/1May look at Iron Condor here outside of T2's here / IMP VOL 81%,,0
340,Apple: Bottom Of 9th Inning $AAPL,,0
341,How do then plan on staying solvent with these very easy conditions? $TSLAQ $TSLA,,1
342,"Tues (11/19/19) highest faded trading range > 85% compared to open (Min $5, Vol > 750K, Opt Vol in any strike > 250): $CAR $PAGP $LRCX $BP $UTX $BJ $TOT $PAYS $GOOGL $RDS.A $PE $AIG $DE $MO $LIN $S $PXD $WDC $MPC $PAA $HSBC $FDX $UPS $M $EPD $RIO $BBBY $NUE $Z $IVR $BMY $WSM $DCP",,0
343,"And baby makes 3: Jonathan Chang, age 41, exits after < 8 mos on the job & is the latest of 3 to quit as $TSLA General Counsel in a yr. Also notable--all three quit during/after critical Q4 ahead of the release of audited financials for a troubled year.",,1
344,$AAPL Open Interest for Friday (08/31/18),,0
345,Daily Watchlist:$TSLA $LMT $SHOP $AMD $ROKU GLTA!,,0
346,where are these so called analysts now? Ohhh nevermind we meant “upgrade” what were we thinking  $AAPL ,,0
347,Apple Stock Price: 157.21 #apple $AAPL,,0
348,"JFC this is stupid. I’m not short Tesla, but I don’t think anyone (other than you apparently) thinks warranty work would somehow be a reduction in fucking goodwill and intangibles. Good lord, the stupidity in both sides of the $tsla - tslaq argument never ceases",,-1
349,via zerohedge: MUSK SAYS HE DOES NOT EXPECT TESLA TO BE PROFITABLE IN 1Q $tsla,,0
350,"1/You know who else was the ""definition of insider knowledge?""TESLA RESIGNATIONSPresident of Global Sales – 2/8Chief Accounting Officer – 3/8 * Treasurer – 3/14 * Autopilot Chief – 4/26Head of Engineering – 7/2Communications Chief – 8/26$TSLA $TSLAQ",,0
351,$TSLA needs to hold 371,,0
352,$SPY if No recovery 2day Gap down 2morrow Oversold=More Oversold! $SPX $QQQ $IWM $TRIN $DJIA $AAPL $FB $AAPL $AMZN $VIX $GOOGL $NFLX $GS$USO,,-1
353,Sold my $TSLA longs from 308 here $$$ #traders,,0
354,"RT $TSLA HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 11:24, P/T 195.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",,0
355,$AMZN Many of u have seen  my activity statements me adding to DIS here and there.I own lots of shares in Disney too>>DIS options>,,1
356,How about a $GOOGL tweet that they are taking a huge stake in $TSLA,,1
357,"$TSLA filed Form 4 with the SEC. Most mentioned words: tesla, alto, palo, creek, deer",,1
358,"Invest all my money in Apple stock, which was only $2.87 per share$AAPL #IfICouldBe21Again",,0
359,fun coil in $TSLA since the open. whither which way?,,1
